set,id,PY,region,pops_left,genus,spec,order,pop,degN,degE,nmethod,perc,n2,dl2
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka2,66.3666666667,29.3333333333,global average,95.16129032,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka2,66.3666666667,29.3333333333,global average,62.09677419,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka2,66.3666666667,29.3333333333,global average,31.85483871,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka2,66.3666666667,29.3333333333,global average,5.241935484,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka3,66.3666666667,29.3333333333,global average,93.5483871,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka3,66.3666666667,29.3333333333,global average,72.98387097,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka3,66.3666666667,29.3333333333,global average,39.11290323,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka3,66.3666666667,29.3333333333,global average,14.51612903,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka4,66.3666666667,29.3333333333,global average,93.14516129,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka4,66.3666666667,29.3333333333,global average,84.27419355,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka4,66.3666666667,29.3333333333,global average,74.19354839,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Oulanka4,66.3666666667,29.3333333333,global average,28.62903226,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi1,65.35,26.9833333333,global average,100.8474576271,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi1,65.35,26.9833333333,global average,98.3050847458,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi1,65.35,26.9833333333,global average,69.0677966102,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi1,65.35,26.9833333333,global average,21.6101694915,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi1,65.35,26.9833333333,global average,6.7796610169,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi2,65.35,26.9833333333,global average,93.6440677966,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi2,65.35,26.9833333333,global average,63.5593220339,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi2,65.35,26.9833333333,global average,6.7796610169,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi2,65.35,26.9833333333,global average,2.9661016949,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi3,65.35,26.9833333333,global average,95.7627118644,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi3,65.35,26.9833333333,global average,89.8305084746,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi3,65.35,26.9833333333,global average,75.4237288136,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi3,65.35,26.9833333333,global average,39.8305084746,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi3,65.35,26.9833333333,global average,4.2372881356,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi3,65.35,26.9833333333,global average,11.8644067797,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi4,65.35,26.9833333333,global average,98.3050847458,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi4,65.35,26.9833333333,global average,99.1525423729,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi4,65.35,26.9833333333,global average,68.2203389831,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi4,65.35,26.9833333333,global average,33.0508474576,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi4,65.35,26.9833333333,global average,2.5423728814,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Pudasjärvi4,65.35,26.9833333333,global average,5.0847457627,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo1,64.4,27.8333333333,global average,98.3333333333,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo1,64.4,27.8333333333,global average,83.3333333333,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo1,64.4,27.8333333333,global average,4.5833333333,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo1,64.4,27.8333333333,global average,3.3333333333,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo2,64.4,27.8333333333,global average,84.1666666667,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo2,64.4,27.8333333333,global average,41.6666666667,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo2,64.4,27.8333333333,global average,17.0833333333,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo2,64.4,27.8333333333,global average,8.3333333333,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo3,64.4,27.8333333333,global average,95,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo3,64.4,27.8333333333,global average,96.25,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo3,64.4,27.8333333333,global average,79.1666666667,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo3,64.4,27.8333333333,global average,44.1666666667,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo3,64.4,27.8333333333,global average,15,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo3,64.4,27.8333333333,global average,2.0833333333,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo4,64.4,27.8333333333,global average,91.6666666667,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo4,64.4,27.8333333333,global average,85,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo4,64.4,27.8333333333,global average,77.0833333333,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo4,64.4,27.8333333333,global average,16.6666666667,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo4,64.4,27.8333333333,global average,2.9166666667,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Paltamo4,64.4,27.8333333333,global average,0.4166666667,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä1,61.2333333333,25.7333333333,global average,100.4247821025,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä1,61.2333333333,25.7333333333,global average,99.2102199427,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä1,61.2333333333,25.7333333333,global average,94.1904492202,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä1,61.2333333333,25.7333333333,global average,40.4759657238,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä1,61.2333333333,25.7333333333,global average,4.1272038849,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä1,61.2333333333,25.7333333333,global average,2.0934940163,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä2,61.2333333333,25.7333333333,global average,98.7298490712,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä2,61.2333333333,25.7333333333,global average,85.292050806,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä2,61.2333333333,25.7333333333,global average,34.544748959,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä2,61.2333333333,25.7333333333,global average,15.9896374144,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä2,61.2333333333,25.7333333333,global average,5.906044492,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä3,61.2333333333,25.7333333333,global average,92.7975834618,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä3,61.2333333333,25.7333333333,global average,75.1224526184,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä3,61.2333333333,25.7333333333,global average,32.4260826699,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä3,61.2333333333,25.7333333333,global average,24.4653514154,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä3,61.2333333333,25.7333333333,global average,16.0766915243,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä4,61.2333333333,25.7333333333,global average,86.8663666971,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä4,61.2333333333,25.7333333333,global average,78.4472903097,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä4,61.2333333333,25.7333333333,global average,56.9019225323,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä4,61.2333333333,25.7333333333,global average,16.3231700282,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä4,61.2333333333,25.7333333333,global average,7.94185205,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Jyväskylä4,61.2333333333,25.7333333333,global average,7.602026368,115,20.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti1,60.9833333333,25.65,global average,99.57081545,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti1,60.9833333333,25.65,global average,100,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti1,60.9833333333,25.65,global average,94.42060086,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti1,60.9833333333,25.65,global average,39.05579399,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti1,60.9833333333,25.65,global average,3.004291845,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti2,60.9833333333,25.65,global average,97.4248927,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti2,60.9833333333,25.65,global average,91.84549356,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti2,60.9833333333,25.65,global average,64.80686695,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti2,60.9833333333,25.65,global average,8.583690987,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti2,60.9833333333,25.65,global average,1.716738197,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti3,60.9833333333,25.65,global average,96.13733906,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti3,60.9833333333,25.65,global average,86.69527897,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti3,60.9833333333,25.65,global average,10.72961373,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti3,60.9833333333,25.65,global average,0.429184549,115,19
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti4,60.9833333333,25.65,global average,90.55793991,115,14
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti4,60.9833333333,25.65,global average,90.12875536,115,15
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti4,60.9833333333,25.65,global average,72.10300429,115,16
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti4,60.9833333333,25.65,global average,11.58798283,115,17.5
newsearch,tyukmaeva,2011,Europe,23,Drosophila,montana,diptera,Lahti4,60.9833333333,25.65,global average,5.150214592,115,19
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Suzaka,36.647778,138.309722,not translated,96.1343070982,1,11
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Suzaka,36.647778,138.309722,not translated,68.4865750537,1,12
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Suzaka,36.647778,138.309722,not translated,56.5568573852,1,13
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Suzaka,36.647778,138.309722,not translated,-0.1926671223,1,14
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Hamamatsu,34.710892,137.726086,not translated,97.6954048068,1,11
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Hamamatsu,34.710892,137.726086,not translated,85.2477913267,1,12
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Hamamatsu,34.710892,137.726086,not translated,20.4869373338,1,13
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Hamamatsu,34.710892,137.726086,not translated,-0.4577902563,1,14
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Amagi,33.423411,130.665569,not translated,96.9148559525,1,11
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Amagi,33.423411,130.665569,not translated,85.2379109614,1,12
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Amagi,33.423411,130.665569,not translated,15.850575943,1,13
newsearch,ujiye,1985,japan,3,phyllonorycter,ringoniella,lepidoptera,Amagi,33.423411,130.665569,not translated,-0.1951372136,1,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,81.4511512216,381,8
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,92.9350722845,381,12
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,94.1488066645,381,12.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,26.4695431305,381,12.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,25.0455685041,381,13
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,14.2568550165,381,13.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,5.4129460614,381,13.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,4.8723752871,381,13.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,-0.2645276339,381,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,3.081878541,381,14.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,-0.4622653304,381,14.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,BRU,31.1166666667,-81.4666666667,global average,1.7668077042,381,16
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,99.4724377987,381,8
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,100.0867359038,381,12
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,72.3033092833,381,12.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,65.4547462731,381,12.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,62.1048562361,381,13
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,40.1307860482,381,13.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,26.5928382781,381,13.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,1.6314146399,381,13.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,3.2072793188,381,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,2.3233527487,381,14.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,0.0337847715,381,14.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,HIR,34.3833333333,132.4666666667,global average,0.0003248536,381,16
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,62.6865671642,381,8
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,54.1767614049,381,12
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,46.6051219569,381,12.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,25.7274069214,381,12.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,6.0437217367,381,13
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,9.0475409452,381,13.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,1.9011691933,381,13.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,1.9199137749,381,13.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,3.1326882073,381,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,0.3137374353,381,14.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,3.9155087982,381,14.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,JACK,30.3166666667,-81.7833333333,global average,10.1473792732,381,16
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,84.2576028623,381,8
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,78.7119856887,381,12
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,81.5742397138,381,12.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,78.5330948122,381,13
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,69.0518783542,381,12.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,68.8729874776,381,13.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,27.3703041145,381,13.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,17.8890876565,381,13.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,8.0500894454,381,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,5.7245080501,381,14.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,7.5134168157,381,14.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,KHO,37.3666666667,140.3666666667,global average,6.0822898032,381,16
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,100.1620745543,381,8
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,99.8379254457,381,12
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,98.3792544571,381,12.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,94.8136142626,381,12.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,82.0097244733,381,13
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,59.6434359806,381,13.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,52.8363047002,381,13.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,42.1393841167,381,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,14.262560778,381,13.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,11.1831442464,381,14.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,11.6693679092,381,14.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MAN,38.6166666667,-77.4166666667,global average,5.9967585089,381,16
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,12.3839009288,381,8
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,13.4674922601,381,12
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,5.572755418,381,12.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,2.4767801858,381,12.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,5.1083591331,381,13
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,3.7151702786,381,13.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,0.3095975232,381,13.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,0.1547987616,381,13.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,1.7027863777,381,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,1.7027863777,381,14.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,0.773993808,381,14.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,MEL,27.5666666667,-80.3666666667,global average,1.0835913313,381,16
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,99.2895204263,381,8
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,98.0461811723,381,12
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,98.9342806394,381,12.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,99.4671403197,381,12.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,96.9804618117,381,13
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,97.8685612789,381,13.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,79.7513321492,381,13.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,49.2007104796,381,14.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,44.7602131439,381,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,30.0177619893,381,13.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,8.5257548845,381,14.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NEW,40.7166666667,-74.0666666667,global average,0,381,16
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,99.1943676937,381,8
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,96.0487870332,381,12
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,94.1026181681,381,12.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,78.6135018717,381,12.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,66.995911594,381,13
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,37.4750464841,381,13.25
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,28.2762699936,381,13.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,18.2713135202,381,13.75
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,15.6854583643,381,14
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,16.6433447706,381,14.5
newsearch,urbanski,2012,"usa,japan",21,Aedes,albopictus,diptera,NVA,36.35,-78.3666666667,global average,3.2608665887,381,14.25
